county	state	male	female	white	black	asian	hispanic	total_population	young	mid_age	senior
Buena Vista city	Virginia	0.46635413	0.53364587	0.91065717	0.05163667	0.010816241	0.021264127	119450	0.6307828	0.19170365	0.1775136
New Haven County	Connecticut	0.4818694	0.5181306	0.79386383	0.1398408	0.0047902493	0.16078901	15513598	0.6235342	0.19859332	0.17787246
Vernon County	Missouri	0.48689374	0.5131063	0.9637245	0.006584947	0.007825589	0.01854601	377224	0.6384191	0.17288402	0.1886969
Murray County	Georgia	0.49532846	0.5046716	0.96235716	0.0100106755	0.009382543	0.13619195	710042	0.6428451	0.20261477	0.15454015
Miami County	Indiana	0.5351523	0.4648477	0.9221693	0.04660929	0.009134469	0.026365746	655320	0.6226393	0.1995529	0.1778078
DuPage County	Illinois	0.49031454	0.50968546	0.81907	0.049738664	0.0040698675	0.1368568	16657544	0.6330665	0.198715	0.1682185
Woodward County	Oklahoma	0.5264277	0.4735723	0.9173068	0.018775804	0.033358276	0.1129778	371542	0.63492954	0.20182914	0.1632413
Macon County	Georgia	0.5433805	0.4566195	0.36780936	0.6030409	0.0042000045	0.038386635	255714	0.6168141	0.20654325	0.17664266
Liberty County	Florida	0.61355853	0.3864415	0.78150094	0.18707848	0.012364843	0.065678194	149456	0.6108955	0.23752141	0.15158308
Boone County	Arkansas	0.49192107	0.50807893	0.9658953	0.0030724127	0.00776031	0.02119875	668530	0.625408	0.17783496	0.19675706
Lincoln County	Tennessee	0.4887046	0.5112954	0.90174824	0.06870791	0.0065151765	0.029318295	602900	0.6252015	0.1773727	0.19742578
Schley County	Georgia	0.47994372	0.52005625	0.76172054	0.2209816	9.890762E-4	0.0407939	90994	0.65484536	0.18447371	0.16068092
Shelby County	Illinois	0.4962472	0.5037528	0.9855052	0.002852831	0.0020807115	0.008979649	398902	0.6209244	0.16966072	0.20941484
Centre County	Pennsylvania	0.5219381	0.4780619	0.89164835	0.034043916	0.001507921	0.026188718	2826408	0.61442614	0.24505663	0.14051722
Harney County	Oregon	0.50643873	0.49356124	0.92500305	0.004657818	0.03612092	0.045253895	131392	0.6193299	0.15734595	0.2233241
Dimmit County	Texas	0.48911834	0.51088166	0.9676995	0.013293333	0.006519458	0.8616073	188666	0.6639299	0.17479037	0.16127972
Bingham County	Idaho	0.50199413	0.49800587	0.8951339	0.004899828	0.073636726	0.17570712	818396	0.6748946	0.17675184	0.1483536
Lyon County	Nevada	0.50585896	0.49414104	0.906653	0.010931993	0.031451162	0.15368176	933956	0.62802637	0.17106159	0.20091203
Sharp County	Arkansas	0.49511096	0.5048891	0.961737	0.0066073583	0.009894827	0.019102333	308444	0.6159724	0.15116845	0.23285912
Haskell County	Oklahoma	0.49875396	0.50124604	0.75069684	0.0058524725	0.16480702	0.03680806	230330	0.6348022	0.17277385	0.19242391
Jasper County	Illinois	0.50053567	0.49946433	0.9869596	0.0016588524	0.0018201297	0.011035976	173614	0.6248632	0.17502044	0.20011635
Coleman County	Texas	0.49760318	0.5023968	0.93975145	0.026127411	0.011964889	0.16753416	155622	0.6202658	0.15184228	0.22789194
Bay County	Michigan	0.4907783	0.5092217	0.9513953	0.016583357	0.005931767	0.04915918	1922530	0.61895263	0.18208039	0.19896698
Owsley County	Kentucky	0.49038485	0.5096152	0.98588187	0.0042282795	0.0029144073	0.010200425	83722	0.62035066	0.18273573	0.1969136
Macon County	Missouri	0.49034834	0.50965166	0.9522195	0.022816256	0.0025287538	0.010905251	278398	0.63027394	0.16451627	0.2052098
Lonoke County	Arkansas	0.49297282	0.5070272	0.9065982	0.05993708	0.006431561	0.037526414	1262524	0.6460772	0.2048666	0.14905618
Hamlin County	South Dakota	0.5038101	0.4961899	0.9827474	0.003595849	0.0043783654	0.03111434	107346	0.6664617	0.15797515	0.17556313
Pope County	Illinois	0.52794874	0.47205126	0.9140727	0.066035084	0.0068946145	0.016776895	78322	0.6038661	0.16396415	0.23216976
Yuma County	Colorado	0.4951658	0.50483423	0.97473025	0.003318025	0.007965458	0.21322156	182036	0.6442792	0.17442155	0.1812993
Asotin County	Washington	0.48419005	0.51580995	0.94739133	0.0050699203	0.015680792	0.033478696	394878	0.617378	0.16992843	0.21269354
Perkins County	South Dakota	0.5042321	0.4957679	0.9678433	0.0029569396	0.017002402	0.010718906	54110	0.6173351	0.14555535	0.23710959
St. Clair County	Alabama	0.50022715	0.49977285	0.8865214	0.08934789	0.0036330123	0.021744706	1536466	0.6273663	0.19964907	0.17298463
Logan County	Kentucky	0.48959836	0.5104016	0.9101968	0.06627101	0.00410176	0.02539027	482232	0.6320526	0.18124886	0.18669851
Morgan County	Illinois	0.5033782	0.49662182	0.9131604	0.061927084	0.0032864562	0.021708325	632292	0.617974	0.18807924	0.19394678
Erie County	Pennsylvania	0.49278614	0.5072139	0.8872784	0.075494625	0.0024619238	0.0368566	5037524	0.62881446	0.19151829	0.17966723
Cotton County	Oklahoma	0.49568394	0.5043161	0.8147455	0.022843331	0.10367638	0.06473186	110054	0.6319534	0.17356025	0.19448635
Burlington County	New Jersey	0.49199778	0.5080022	0.7486278	0.17425564	0.0029428597	0.070445605	8096886	0.6233262	0.19593595	0.18073788
Val Verde County	Texas	0.50577015	0.49422982	0.9570294	0.017455945	0.007874606	0.8061983	880044	0.6613272	0.19827077	0.14040206
Wichita County	Kansas	0.51577246	0.48422754	0.9691112	0.010346742	0.008226922	0.26876295	39626	0.6455105	0.16034926	0.19414021
Ward County	North Dakota	0.52012324	0.47987676	0.9011564	0.034109447	0.025182229	0.04362363	1189172	0.63328016	0.22444524	0.14227462
Brown County	Nebraska	0.4862916	0.5137084	0.9814415	0.001757019	0.004246129	0.010871555	54638	0.61773854	0.1437644	0.23849702
Hopkins County	Texas	0.49374646	0.50625354	0.89287287	0.072570994	0.0091108205	0.1568492	640118	0.63856506	0.18096195	0.18047297
Calhoun County	Arkansas	0.5080892	0.49191082	0.7620916	0.21746926	0.004767027	0.034339473	94818	0.61005294	0.18006074	0.20988631
Moffat County	Colorado	0.5145171	0.48548284	0.9567569	0.004675156	0.013233774	0.14498816	239992	0.6431423	0.18910214	0.16775559
Pratt County	Kansas	0.49556467	0.5044353	0.95421416	0.012985078	0.008905035	0.062747836	174508	0.63548946	0.16727027	0.19724025
Worth County	Missouri	0.49297485	0.5070251	0.98093176	0.007817452	0.003063596	0.012043102	37864	0.6126928	0.15328544	0.23402177
Baca County	Colorado	0.49717245	0.5028276	0.9541606	0.007689776	0.016307112	0.09580802	66842	0.6174411	0.14712307	0.2354358
Poquoson city	Virginia	0.49408728	0.5059127	0.9486369	0.009895896	0.003583472	0.02133544	217666	0.62788403	0.17395918	0.1981568
Wicomico County	Maryland	0.47649005	0.52351	0.69052005	0.25241414	0.0034927872	0.047548577	1808298	0.6365306	0.19906619	0.16440322
Attala County	Mississippi	0.47430915	0.52569085	0.565343	0.42221236	0.0027161376	0.018251752	346816	0.64001083	0.1715809	0.18840826
Early County	Georgia	0.47073144	0.52926856	0.4853891	0.49789342	0.0043068025	0.018475559	192254	0.64133906	0.17235532	0.18630561
Monroe County	Tennessee	0.4954407	0.50455934	0.95051754	0.022291629	0.0059189815	0.036430188	811964	0.6225424	0.17891926	0.19853836
Buffalo County	Wisconsin	0.50697595	0.49302402	0.9808939	0.004158194	0.0034029132	0.019803295	240970	0.6188862	0.16886334	0.21225049
St. Charles Parish	Louisiana	0.4932736	0.5067264	0.70587367	0.2661669	0.004002335	0.05401361	948946	0.64282686	0.19914411	0.15802902
Liberty County	Texas	0.49233234	0.50766766	0.8605714	0.10824655	0.009826623	0.19614893	1392340	0.6396656	0.20302297	0.15731144
Sheridan County	North Dakota	0.5027938	0.49720624	0.96706736	0.0031324078	0.012529631	0.012952929	23624	0.5915171	0.13113783	0.27734506
Gove County	Kansas	0.5031197	0.4968803	0.9811578	0.00545432	9.090534E-4	0.020660304	48402	0.6261725	0.1441676	0.22965993
Franklin County	Virginia	0.4933343	0.5066657	0.89621794	0.08223951	0.00447609	0.0262123	1012044	0.61491	0.1703839	0.21470608
Williamson County	Tennessee	0.4882064	0.5117936	0.9038222	0.04389229	0.0025125288	0.04561994	3534288	0.6544104	0.18825121	0.15733834
Allen County	Kentucky	0.4931407	0.5068593	0.9732596	0.009833511	0.0030784595	0.017038533	364468	0.63238746	0.18844453	0.17916799
Boone County	Illinois	0.49892867	0.50107133	0.93391514	0.023812814	0.0066672578	0.20389476	969814	0.65088254	0.19008696	0.1590305
Lincoln County	Washington	0.50218934	0.4978107	0.9503649	0.0033558835	0.017951313	0.02682576	187730	0.6210941	0.14134128	0.2375646
Decatur County	Iowa	0.5024783	0.4975217	0.9554308	0.018741293	0.0044475403	0.025077699	149296	0.63694274	0.1775801	0.18547717
Kiowa County	Kansas	0.49415064	0.50584936	0.9597774	0.008894537	0.010165184	0.0516146	45646	0.6304167	0.16693686	0.20264645
Lexington city	Virginia	0.5610377	0.43896228	0.85498697	0.095183104	0.0016768172	0.03883572	126430	0.6372222	0.22805505	0.13472277
Noble County	Ohio	0.58020955	0.41979048	0.96028906	0.02606867	0.003334098	0.004932324	261540	0.6035673	0.14852412	0.24790855
Cottonwood County	Minnesota	0.49375728	0.5062427	0.94014454	0.009282805	0.003910059	0.06585916	209204	0.629792	0.15623507	0.21397297
Clinton County	New York	0.5128122	0.4871878	0.92647606	0.042368826	0.003902374	0.026445346	1471412	0.61410874	0.2092174	0.17667383
Curry County	Oregon	0.49242702	0.50757295	0.93160987	0.0037045497	0.021934312	0.060578823	402748	0.58580554	0.13137	0.2828245
Coles County	Illinois	0.48355556	0.51644444	0.9330996	0.039027646	0.0023703703	0.022460094	958500	0.62015337	0.21663953	0.1632071
Clinton County	Iowa	0.49162048	0.5083795	0.9448524	0.028895123	0.0029681276	0.027792675	872604	0.6285165	0.17556532	0.19591819
Dickenson County	Virginia	0.5040907	0.49590927	0.98763853	0.0037370222	0.0020078456	0.0067094914	279902	0.6138577	0.1827997	0.2033426
Barry County	Michigan	0.50244945	0.49755055	0.97346425	0.004512373	0.0049420334	0.02440434	1065958	0.63031	0.17540653	0.19428346
Prentiss County	Mississippi	0.48978597	0.51021403	0.84473276	0.13958073	0.0024717376	0.012525518	455550	0.63162553	0.19193941	0.17643508
Meigs County	Ohio	0.49090892	0.5090911	0.9751666	0.008800563	0.0024233435	0.0053237975	423382	0.62188995	0.18213812	0.19597197
Marshall County	Kentucky	0.49152505	0.50847495	0.9835293	0.0025167458	0.0019132948	0.012406243	563426	0.6131861	0.17441864	0.21239524
Limestone County	Alabama	0.5039232	0.4960768	0.8257946	0.13164474	0.008249913	0.05625751	1571168	0.62891936	0.20504682	0.1660338
Torrance County	New Mexico	0.5199532	0.4800468	0.91011316	0.01989048	0.03700117	0.40332043	287072	0.62807935	0.17237836	0.19954227
Scott County	Illinois	0.48805228	0.5119477	0.9844022	0.002780018	0.0020372649	0.010165104	94244	0.6244217	0.17424981	0.20132847
Jefferson Davis County	Mississippi	0.47755042	0.52244955	0.3905554	0.59734607	0.0026188872	0.010521657	216886	0.62285256	0.1776832	0.19946423
Kendall County	Texas	0.4874384	0.51256156	0.9608185	0.008462252	0.00676556	0.21628582	660108	0.631277	0.16443521	0.20428778
Gratiot County	Michigan	0.53236824	0.4676318	0.92233217	0.056448903	0.0059431037	0.05545133	755834	0.6217542	0.20273367	0.17551209
Champaign County	Illinois	0.4994131	0.5005869	0.74351084	0.12796336	0.003587809	0.054676007	3676896	0.63024163	0.23735183	0.13240652
Grady County	Georgia	0.48442927	0.5155707	0.6752829	0.2911948	0.011961818	0.10375317	451938	0.6392182	0.18550111	0.17528068
Choctaw County	Mississippi	0.48334017	0.51665986	0.6865492	0.29764342	0.002537635	0.012489922	151322	0.6293929	0.17032553	0.20028152
Rice County	Minnesota	0.5109157	0.4890843	0.9173742	0.03865945	0.006205683	0.07841664	1166028	0.6385387	0.20153204	0.15992926
Randolph County	Illinois	0.5518225	0.44817752	0.88112783	0.101902395	0.0024596783	0.028225983	596826	0.6076679	0.20315637	0.18917574
Monterey County	California	0.5123383	0.48766172	0.82636	0.035923857	0.02677176	0.56634057	7637376	0.6484481	0.20961218	0.14193971
Clarion County	Pennsylvania	0.48665956	0.5133404	0.972061	0.011441919	0.0018449248	0.007044002	708972	0.6175815	0.1923856	0.1900329
Newport County	Rhode Island	0.49041164	0.50958836	0.90945476	0.03987937	0.0050928663	0.04898297	1491498	0.6099244	0.18544242	0.20463319
Meade County	Kansas	0.5071332	0.49286684	0.96433413	0.008188074	0.00994625	0.15652786	79628	0.65173054	0.16431406	0.18395539
Jay County	Indiana	0.49367136	0.50632864	0.9819877	0.0035071922	0.0015285077	0.028748509	382072	0.6440828	0.17752936	0.17838785
Ransom County	North Dakota	0.5081339	0.4918661	0.97339666	0.004729482	0.005871081	0.014942716	98108	0.62665635	0.16021119	0.21313247
La Salle County	Texas	0.5923366	0.4076634	0.9759075	0.009113581	0.006712029	0.8565227	129916	0.61913854	0.24465808	0.1362034
Charlevoix County	Michigan	0.4932704	0.5067296	0.9572321	0.003860099	0.016100788	0.015909063	469418	0.6151468	0.16038372	0.22446945
Alpine County	California	0.5188902	0.4811098	0.7421291	0.0020661156	0.2201889	0.08146399	20328	0.61240655	0.15377805	0.23381543
Power County	Idaho	0.512043	0.487957	0.93655914	0.009376344	0.029419355	0.31280288	139500	0.6688459	0.17219354	0.15896058
Childress County	Texas	0.5877996	0.4122004	0.8705265	0.10126542	0.007154451	0.27971697	126914	0.61785144	0.22641316	0.15573537
Reagan County	Texas	0.5197506	0.4802494	0.9360005	0.028707983	0.012059252	0.63945687	63188	0.6640343	0.19187188	0.14409381
Grenada County	Mississippi	0.4737042	0.5262958	0.56539434	0.42087138	0.0021966628	0.010726695	389682	0.633881	0.18510991	0.18100913
Southampton County	Virginia	0.5215028	0.4784972	0.61138296	0.36764458	0.0037846828	0.012601548	331864	0.6116722	0.1794711	0.20885664
Scott County	Virginia	0.49953997	0.50046	0.9815498	0.0068711033	0.0025008074	0.011676961	408668	0.6043977	0.1793632	0.2162391
Union County	Oregon	0.49307722	0.5069228	0.9382317	0.0059633916	0.012215682	0.041998144	463830	0.62873465	0.17678675	0.19447859
DeKalb County	Georgia	0.4768797	0.5231203	0.3650649	0.5511629	0.0054273866	0.09136948	12788844	0.6312864	0.23047712	0.1382365
Klamath County	Oregon	0.4985861	0.5014139	0.8958265	0.007955831	0.046604197	0.11275268	1190322	0.62290454	0.17531727	0.20177817
Spink County	South Dakota	0.502353	0.49764696	0.97000086	0.0048429877	0.015196372	0.015846668	116870	0.6332164	0.15459058	0.21219304
Clearwater County	Minnesota	0.5040006	0.4959994	0.8688258	0.004426749	0.0928218	0.015798913	157226	0.63472325	0.16235228	0.20292445
Grundy County	Missouri	0.47743243	0.5225676	0.97126186	0.007309244	0.004576411	0.018761115	184424	0.6343426	0.16476706	0.20089033
Coffee County	Alabama	0.4948235	0.50517654	0.76937467	0.17285377	0.014148727	0.06468241	911036	0.6314449	0.19741261	0.17114252
Warren County	Tennessee	0.49305597	0.506944	0.9412773	0.033844803	0.0042820065	0.08306704	719756	0.631018	0.18832771	0.18065427
Bell County	Texas	0.49724695	0.5027531	0.68059397	0.22705244	0.011092435	0.22811791	5807742	0.6546425	0.22498898	0.120368466
Alleghany County	Virginia	0.4900867	0.5099133	0.9330748	0.04688429	0.0021361317	0.013169356	289308	0.6119775	0.16143349	0.22658896
Grant County	South Dakota	0.51034665	0.48965338	0.97543156	0.003997733	0.007229617	0.02718765	130574	0.62545377	0.15872991	0.21581632
Gooding County	Idaho	0.514735	0.48526505	0.9524585	0.0044706464	0.016981186	0.28591782	275128	0.6580973	0.17652148	0.16538121
Sherman County	Nebraska	0.49365374	0.5063463	0.9892684	0.0016043924	0.0011765545	0.015152596	56096	0.6183507	0.13897604	0.24267328
Plymouth County	Iowa	0.4957863	0.5042137	0.97381413	0.0052977186	0.004193656	0.0357084	449250	0.6387735	0.16800445	0.19322203
Webster County	Missouri	0.50687885	0.49312115	0.9643874	0.0098498305	0.0071285656	0.018071141	660722	0.64904606	0.18516259	0.16579136
Franklin County	Idaho	0.5073376	0.49266237	0.9752172	0.0024344085	0.007070968	0.06648602	232500	0.6855871	0.16774623	0.14666666
Fulton County	Indiana	0.497987	0.50201297	0.9672092	0.0075554787	0.008014204	0.045964293	370592	0.63361865	0.17444251	0.19193885
Decatur County	Indiana	0.49536932	0.5046307	0.9748219	0.004385834	0.0022014333	0.017764758	469694	0.636689	0.18644905	0.17686196
Skagit County	Washington	0.49511692	0.5048831	0.9125106	0.008898716	0.027189173	0.1736921	2141882	0.62695706	0.17867184	0.19437112
Sangamon County	Illinois	0.48043627	0.51956373	0.8352052	0.12219974	0.0024383247	0.019828197	3569664	0.62793386	0.19177884	0.18028727
Norman County	Minnesota	0.5000165	0.4999835	0.94764984	0.0037133615	0.019986136	0.045055453	121184	0.62958807	0.15359288	0.21681905
Rawlins County	Kansas	0.50277716	0.49722284	0.97900724	0.004154822	0.002580363	0.044784606	45730	0.6058386	0.13500984	0.25915155
Hall County	Texas	0.49264982	0.50735015	0.8975431	0.07614022	0.011239421	0.33522943	58366	0.63710034	0.14904225	0.21385738
Madison County	Mississippi	0.47868618	0.5213138	0.58124405	0.38315877	0.0038514955	0.028264103	1784242	0.6437221	0.200887	0.15539092
Jackson County	Tennessee	0.5003557	0.49964428	0.9788486	0.003288082	0.0050955657	0.016728839	208024	0.60893935	0.17298004	0.21808061
Sutton County	Texas	0.49883366	0.50116634	0.97156346	0.00885865	0.008275479	0.6056373	72020	0.6440711	0.17789502	0.17803387
Bourbon County	Kentucky	0.4867907	0.5132093	0.9137629	0.061986204	0.003312749	0.06738888	359822	0.62847185	0.18362135	0.1879068
Caledonia County	Vermont	0.49757412	0.5024259	0.9659015	0.006675649	0.0047872607	0.012433978	558148	0.62156993	0.17632778	0.2021023
Wilkinson County	Georgia	0.47828552	0.5217145	0.5936197	0.38502604	0.004523604	0.024224315	169334	0.6293774	0.17558199	0.19504057
Lafayette Parish	Louisiana	0.4884299	0.5115701	0.705088	0.26053834	0.0038504016	0.041840483	4128920	0.6349726	0.21869932	0.14632809
Avoyelles Parish	Louisiana	0.5022614	0.4977386	0.6702268	0.29579484	0.012315435	0.01599938	748654	0.63238424	0.19462663	0.17298913
Wheeler County	Texas	0.49852648	0.5014735	0.93705016	0.02656322	0.014534593	0.25793388	99762	0.6410958	0.16861129	0.1902929
Telfair County	Georgia	0.58217424	0.41782573	0.60863215	0.37076175	0.0032201326	0.13561764	295640	0.60382223	0.22267962	0.17349817
Fisher County	Texas	0.49680877	0.50319123	0.9327274	0.038807843	0.008633463	0.26507294	70192	0.620783	0.15584397	0.22337304
Polk County	Nebraska	0.4983039	0.5016961	0.98169863	0.0022824358	0.0034341235	0.037356563	95512	0.6283608	0.15385501	0.21778415
Hamblen County	Tennessee	0.48729825	0.51270175	0.9196728	0.044426948	0.0077710967	0.109870456	1132916	0.6282884	0.18925674	0.18245484
Lanier County	Georgia	0.5075339	0.49246612	0.7246028	0.23156463	0.008062775	0.05020076	185296	0.6422967	0.21178007	0.14592329
Montgomery County	Ohio	0.4809018	0.51909816	0.7422153	0.21139975	0.0025420405	0.024793167	9610390	0.6267522	0.19120151	0.18204631
Ashe County	North Carolina	0.49412045	0.5058796	0.9740742	0.008010303	0.0029243964	0.04983368	487622	0.60374635	0.17015229	0.22610137
Hamilton County	Illinois	0.4896526	0.5103474	0.98114413	0.004370827	0.0037045428	0.014658263	150086	0.6234825	0.16956279	0.20695467
Clinton County	Pennsylvania	0.4887582	0.5112418	0.9670072	0.016248457	0.0012904098	0.012594175	709852	0.6271505	0.19126804	0.18158151
Carter County	Kentucky	0.49566907	0.50433093	0.9803934	0.0060187806	0.0026754634	0.011903991	494120	0.6288594	0.19034243	0.18079819
St. Mary's County	Maryland	0.4985786	0.5014214	0.7942424	0.14319572	0.004307169	0.04301336	1954416	0.6416986	0.20665406	0.15164734
Murray County	Oklahoma	0.5000081	0.49999186	0.78695637	0.0151953455	0.13019241	0.05426445	246128	0.6295261	0.17368604	0.19678785
Augusta County	Virginia	0.50638306	0.49361694	0.93920475	0.04036462	0.0023482633	0.022751894	1332900	0.61424863	0.18228073	0.20347063
Union County	South Carolina	0.47587803	0.524122	0.66495764	0.3150439	0.0025948572	0.011339761	510240	0.6220778	0.17827101	0.19965115
Merrimack County	New Hampshire	0.49241146	0.5075885	0.95335007	0.012290961	0.002747178	0.017803436	2649264	0.61885417	0.18992181	0.19122405
Green County	Kentucky	0.49318036	0.5068196	0.9602951	0.021452999	0.0037279306	0.015050898	201184	0.62024313	0.17681824	0.2029386
Paulding County	Ohio	0.49682403	0.503176	0.96889734	0.0102023175	0.004098219	0.044227332	346980	0.6337714	0.17640786	0.18982074
Jasper County	South Carolina	0.51574135	0.48425865	0.5201347	0.4527802	0.006823232	0.14101487	471624	0.62701434	0.20589072	0.16709498
Tucker County	West Virginia	0.5030697	0.49693027	0.9852463	0.002649322	0.0026810502	0.0066788294	126070	0.60236377	0.16969937	0.22793686
Missoula County	Montana	0.5027627	0.4972373	0.9269314	0.005131868	0.02740085	0.028647203	2007456	0.6160987	0.2235765	0.16032481
Lenoir County	North Carolina	0.47699425	0.5230058	0.5642412	0.41002613	0.0060862917	0.069733724	1059430	0.62924117	0.17526877	0.19549003
Winn Parish	Louisiana	0.5296081	0.4703919	0.6696129	0.30778152	0.007411317	0.017431833	269048	0.6220377	0.1976822	0.1802801
Union County	Florida	0.64861584	0.35138413	0.7522851	0.22524886	0.0045193634	0.051682048	275260	0.6081087	0.21776138	0.17412992
Kemper County	Mississippi	0.49663484	0.50336516	0.348286	0.6063141	0.03586253	0.0071855118	184538	0.63159347	0.186276	0.18213052
Wright County	Iowa	0.50079817	0.49920186	0.97441673	0.0062485593	0.0032352514	0.10149641	234294	0.6275961	0.15691823	0.21548568
Lac qui Parle County	Minnesota	0.50199795	0.49800208	0.9781015	0.0034767014	0.0027215807	0.018579114	127132	0.6140468	0.1412233	0.24472989
Vinton County	Ohio	0.49908233	0.5009177	0.97754836	0.0037209927	0.0042908746	0.0068721035	238646	0.6310854	0.18322118	0.18569346
Cleburne County	Arkansas	0.49275938	0.50724065	0.97212887	0.003722764	0.006884741	0.022384036	463634	0.608769	0.15908022	0.2321508
Monroe County	Pennsylvania	0.49387166	0.5061283	0.80111134	0.14661796	0.0047818813	0.14028965	3030188	0.6293174	0.18721314	0.18346947
Sweetwater County	Wyoming	0.52043766	0.4795623	0.9479397	0.013148437	0.01250479	0.15644386	798574	0.6482743	0.20760505	0.14412065
Cedar County	Nebraska	0.50696665	0.49303338	0.98737735	0.0011960962	0.0037537059	0.01532021	157178	0.6370548	0.14811233	0.21483286
Stafford County	Virginia	0.5031681	0.4968319	0.746696	0.17801696	0.0059625576	0.10384015	2435532	0.65189123	0.2144665	0.13364226
Ellis County	Oklahoma	0.48940986	0.51059014	0.9559418	0.0048234975	0.021800054	0.06847211	74220	0.6308812	0.15801671	0.21110213
Jefferson County	Alabama	0.4732737	0.5267263	0.54285234	0.4273778	0.0033961914	0.03764538	11856222	0.6293596	0.20182694	0.16881347
Rich County	Utah	0.51189893	0.48810104	0.9787867	9.265581E-4	0.007314932	0.048083488	41012	0.6644153	0.159368	0.17621672
Sagadahoc County	Maine	0.4856992	0.51430076	0.9638082	0.007918734	0.0038503937	0.014024404	633182	0.61043584	0.177096	0.21246813
Inyo County	California	0.50308806	0.49691197	0.81881076	0.0083313715	0.12708963	0.20415482	331278	0.61471635	0.1625523	0.22273137
Richmond city	Virginia	0.47580436	0.5241957	0.44001588	0.5076956	0.006135885	0.06305888	3805808	0.61293346	0.24001159	0.14705497
Northampton County	North Carolina	0.48449662	0.51550335	0.39689776	0.58483595	0.005703651	0.017445538	382562	0.6098907	0.16223253	0.22787678
Glades County	Florida	0.5691216	0.43087837	0.7974478	0.13293879	0.053859796	0.21053827	237914	0.59728307	0.1845751	0.21814185
Strafford County	New Hampshire	0.48758942	0.5124106	0.9376127	0.0114966165	0.002573205	0.020006891	2246226	0.62469226	0.21077621	0.16453153
Morris County	Texas	0.4810413	0.5189587	0.73604107	0.22854903	0.010352183	0.08367942	229710	0.62682515	0.16552609	0.20764877
Iowa County	Iowa	0.49485826	0.50514174	0.98104495	0.0051077316	0.0022988194	0.02164835	294064	0.6305022	0.17034046	0.19915733
Johnson County	Missouri	0.5103104	0.4896896	0.9018138	0.04602899	0.0060992036	0.035766244	965044	0.6366103	0.22693266	0.136457
Rutherford County	Tennessee	0.4931705	0.5068295	0.80379444	0.134891	0.005161479	0.06965905	5019104	0.64411616	0.22863305	0.1272508
Lee County	Iowa	0.5040516	0.4959484	0.94243735	0.030983452	0.0023416267	0.032528862	638018	0.61996055	0.17759374	0.2024457
Crittenden County	Kentucky	0.50147086	0.49852914	0.97561383	0.00889716	0.003674131	0.007144144	166570	0.62356365	0.17453924	0.2018971
Dane County	Wisconsin	0.49540925	0.50459075	0.8644577	0.053542234	0.0046573956	0.060993582	9091776	0.6231734	0.22797328	0.14885332
Albany County	Wyoming	0.5222201	0.4777799	0.9197707	0.016072718	0.009767176	0.09063509	670204	0.61606467	0.26166213	0.12227322
Lincoln County	Wyoming	0.51087654	0.48912346	0.96964866	0.004853545	0.009670734	0.043330465	330068	0.64882994	0.17311281	0.17805725
Hunterdon County	New Jersey	0.49540892	0.5045911	0.9231226	0.026123095	0.0018237872	0.05665419	2277678	0.62266046	0.17679013	0.20054942
San Diego County	California	0.50227416	0.4977258	0.7670551	0.05555514	0.01323182	0.32675895	57404950	0.6286193	0.2214335	0.14994717
Garfield County	Colorado	0.5127803	0.4872197	0.94380563	0.011155333	0.017428866	0.2808099	1024622	0.6440209	0.20845443	0.14752465
Gladwin County	Michigan	0.5013687	0.4986313	0.97838795	0.0033728061	0.0053355615	0.013190935	459558	0.60841507	0.15143465	0.24015032
Huntingdon County	Pennsylvania	0.5293543	0.47064573	0.9286013	0.054694626	0.0011831227	0.017422631	826626	0.61225027	0.19369581	0.1940539
Travis County	Texas	0.50389665	0.49610335	0.8095214	0.08937225	0.013408352	0.3363802	19764100	0.63108426	0.24850436	0.12041135
Costilla County	Colorado	0.5195225	0.48047748	0.89017034	0.017128823	0.054184284	0.64819074	64336	0.6116949	0.14009264	0.24821252
Denali Borough	Alaska	0.5462843	0.4537157	0.882876	0.009303969	0.041808974	0.029266281	33964	0.61256033	0.20989871	0.17754093
Meagher County	Montana	0.50835013	0.4916499	0.97465354	0.0023688262	0.0047968733	0.01711477	33772	0.6047021	0.13952386	0.25577402
Bethel Census Area	Alaska	0.5199276	0.4800724	0.11167934	0.0058608707	0.8307816	0.016500313	315994	0.6978677	0.19401951	0.10811281
Warrick County	Indiana	0.49333873	0.5066613	0.9501035	0.014233652	0.0024954628	0.016677888	1093184	0.6372001	0.18124671	0.18155316
Pettis County	Missouri	0.49289566	0.50710434	0.9329775	0.03182206	0.0070095425	0.07830834	759536	0.6394654	0.1878805	0.17265409
Clay County	Missouri	0.48929524	0.51070476	0.8865111	0.05774696	0.0058998084	0.062496748	4114710	0.6379514	0.2069181	0.15513049
Kern County	California	0.5141478	0.4858522	0.829744	0.06311978	0.026406532	0.50647193	15454206	0.66428983	0.20871444	0.12699571
Carroll County	Maryland	0.49410248	0.5058975	0.9323789	0.03366516	0.002162117	0.028635934	3012788	0.6303683	0.18680239	0.18282932
Wayne County	Pennsylvania	0.527629	0.472371	0.94713867	0.034509767	0.0024244785	0.03803628	934634	0.6015574	0.17667879	0.22176382
Somervell County	Texas	0.49113184	0.50886816	0.94857633	0.009456784	0.013350755	0.19085628	154598	0.63674176	0.17521572	0.18804254
Shelby County	Indiana	0.4951379	0.50486207	0.9673257	0.01116843	0.0027132628	0.03845124	799038	0.6301415	0.18726519	0.18259332
