county,state,male,female,white,black,asian,hispanic,total_population,young,mid_age,senior
Houghton,ME,0.5415582,0.45844182,0.94130087,0.007895328,0.006205206,0.01334802,659124,0.6340931,0.19918862,0.16671824
Titus,TX,0.4932295,0.5067705,0.85373026,0.10103062,0.023026474,0.40745983,584892,0.6645466,0.19111905,0.14433435
Adams,CO,0.50299037,0.4970096,0.87311244,0.035666827,0.021301314,0.38575777,8357794,0.65249324,0.22031316,0.12719361
Scott,KY,0.49190685,0.5080931,0.91369486,0.05529396,0.003313831,0.042584967,893226,0.64610636,0.21199226,0.14190137
Carroll,AR,0.4919802,0.5080198,0.9502704,0.005899574,0.011932041,0.1379856,496646,0.62190574,0.16432227,0.21377198
Schuyler,ME,0.4898808,0.5101192,0.9863901,9.58E-04,0.002369131,0.009174081,79354,0.64087504,0.1626257,0.19649923
Grant,KY,0.499946,0.500054,0.9735644,0.008585391,0.002488323,0.024541257,444476,0.65017235,0.1977497,0.15207796
Stanton,KS,0.5042801,0.4957199,0.95412374,0.008098826,0.019683223,0.36926547,39018,0.65395457,0.17607258,0.16997284
Doddridge,WV,0.54267097,0.457329,0.9667802,0.015993243,0.002935893,0.006314181,149188,0.6106724,0.19086656,0.198461
Jefferson,WA,0.49362233,0.50637764,0.915632,0.009517629,0.023231717,0.03188645,542362,0.577605,0.13121863,0.29117638
Yavapai,AZ,0.48925257,0.51074743,0.9404987,0.007595291,0.020350466,0.13870516,3874506,0.6010333,0.14301203,0.25595468
Major,OK,0.49220818,0.5077918,0.9366914,0.007152203,0.027169647,0.08485245,137580,0.63237387,0.1649513,0.2026748
Hamilton,NY,0.5053113,0.49468866,0.97179747,0.008147923,0.002824925,0.012210212,85666,0.5860435,0.14312562,0.2708309
Pierce,WI,0.49661177,0.5033882,0.9676788,0.006065148,0.004338454,0.017150195,736668,0.6344866,0.2062951,0.15921827
Floyd,GA,0.48455325,0.5154468,0.8125714,0.14595401,0.007783983,0.099153146,1732532,0.6366549,0.19268908,0.17065601
Dyer,TN,0.48184118,0.5181588,0.8305324,0.14394386,0.003108107,0.029130489,685948,0.63467205,0.18698211,0.17834587
Stephens,OK,0.4872051,0.5127949,0.8731241,0.019891892,0.054552756,0.066667326,806962,0.63087356,0.17639616,0.19273026
Jefferson,WV,0.49431098,0.505689,0.89067936,0.066008955,0.002990165,0.049864497,985230,0.63146573,0.1973255,0.17120875
Marion,TX,0.4873083,0.51269174,0.7412502,0.2203842,0.010615871,0.035246413,185948,0.6042603,0.15395164,0.24178803
Cherokee,OK,0.4932061,0.50679386,0.536301,0.013538928,0.35149372,0.06530487,860334,0.6381998,0.19868912,0.16311108
Wells,IN,0.4936349,0.50636506,0.97803336,0.004822334,0.003089495,0.023671458,499758,0.6345551,0.17633735,0.18910752
Wabash,IN,0.48558724,0.51441276,0.9708698,0.006682597,0.007213234,0.022961158,584204,0.62699157,0.17488411,0.19812429
Powell,KY,0.4964023,0.5035977,0.9804506,0.007417751,0.001289657,0.012736474,224866,0.63255894,0.19444469,0.17299636
St. John the Baptist Parish,LA,0.48622042,0.5137796,0.426628,0.5482142,0.003859524,0.051863447,803726,0.64290816,0.19792691,0.15916494
Fayette,IN,0.4919714,0.5080286,0.9704285,0.01428598,0.001641051,0.009604567,430212,0.62751853,0.1777705,0.19471098
Republic,KS,0.49021584,0.50978416,0.9785757,0.005911736,0.002543422,0.013244122,87284,0.606354,0.13569497,0.25795105
East Feliciana Parish,LA,0.5381493,0.46185067,0.535861,0.44526473,0.003641223,0.012978119,359220,0.6107706,0.19733311,0.19189633
McCulloch,TX,0.49457443,0.5054256,0.94858503,0.02388325,0.009908721,0.30579713,148556,0.6302539,0.15842511,0.21132098
Porter,IN,0.49210796,0.507892,0.93355083,0.034210954,0.0035278,0.09025745,2987698,0.6312288,0.19453706,0.17423414
Plaquemines Parish,LA,0.5020071,0.4979929,0.7148592,0.2034951,0.017907303,0.055714775,421504,0.64681476,0.20041803,0.15276723
Wright,ME,0.50309044,0.4969096,0.9571443,0.011190894,0.003858359,0.026039362,2300978,0.6574348,0.20182419,0.14074102
Oceana,ME,0.5021788,0.49782124,0.9609386,0.006510945,0.014360391,0.14115068,473664,0.6338058,0.1653725,0.20082168
Newton,IN,0.5068531,0.4931469,0.9760772,0.006419851,0.003985821,0.055510044,253900,0.6234541,0.1763135,0.20023237
LaPorte,IN,0.51679564,0.48320433,0.8583837,0.11171189,0.003960798,0.058278598,2001112,0.62314755,0.19516799,0.18168448
Muscogee,GA,0.48653412,0.5134659,0.4774743,0.4635843,0.004905941,0.07012454,3536936,0.6398892,0.21363547,0.14647537
Park,WY,0.49757308,0.5024269,0.9635168,0.006872759,0.007646283,0.053055998,517114,0.618558,0.16856825,0.21287376
Thomas,KS,0.49072045,0.50927955,0.96446824,0.007538747,0.008268756,0.049823113,142464,0.64063907,0.18283917,0.1765218
Dallas,IA,0.4905796,0.5094204,0.9310638,0.016698478,0.003541182,0.06127428,1318204,0.6528269,0.21218188,0.13499124
Rains,TX,0.5030186,0.49698135,0.94165313,0.025550056,0.010764284,0.081286475,198434,0.61496013,0.15686324,0.22817662
Douglas,IL,0.49403122,0.50596875,0.97643286,0.005252077,0.002564447,0.06656924,357192,0.63893086,0.17987525,0.18119387
Douglas,CO,0.49585038,0.5041496,0.9168709,0.012996628,0.004667661,0.07930063,5443412,0.656876,0.20329253,0.13983141
Lamar,GA,0.4795716,0.52042836,0.6665874,0.3087815,0.003090314,0.020602094,328122,0.6359555,0.18961544,0.17442903
Delta,TX,0.49017733,0.50982267,0.875388,0.07337245,0.017859422,0.06280563,94068,0.62303865,0.16317983,0.21378152
Sawyer,WI,0.5077817,0.49221835,0.7891609,0.005221457,0.17167477,0.020057132,296852,0.61182004,0.15047228,0.23770767
Phillips,CO,0.4899113,0.51008874,0.9695817,0.006539924,0.00765526,0.1956147,78900,0.63495564,0.15917617,0.20586818
Meeker,ME,0.5087749,0.49122512,0.98116076,0.005239517,0.002401645,0.034040086,417214,0.63538855,0.16797614,0.1966353
St. Croix,WI,0.50007385,0.49992615,0.96428657,0.007189341,0.004458998,0.021127436,1543396,0.64328855,0.19921978,0.15749165
Winona,ME,0.49355483,0.50644517,0.9464816,0.014331535,0.00363002,0.02614481,922860,0.6268968,0.20722212,0.16588107
Johnston,OK,0.49289224,0.50710773,0.73916686,0.020743161,0.15816662,0.043342717,198234,0.6363137,0.17646821,0.18721813
Glenn,CA,0.504857,0.49514303,0.9008517,0.011334284,0.030199667,0.39097932,504840,0.6505487,0.18374336,0.16570795
Wheeler,GA,0.6411223,0.35887775,0.6148147,0.37261453,9.24E-04,0.05059583,140644,0.5972811,0.24814425,0.15457468
Caroline,ME,0.48756194,0.51243806,0.81875795,0.141443,0.007901579,0.060081113,590768,0.63379705,0.1890336,0.17716938
Fairbanks North Star Borough,AK,0.5327763,0.46722373,0.7778186,0.05016435,0.073335744,0.06806962,1784614,0.6394391,0.23469333,0.12586756
Orange,TX,0.49626413,0.50373584,0.8822307,0.08603324,0.006451388,0.064137615,1493632,0.6364741,0.18926817,0.17425779
Thurston,WA,0.48850065,0.51149935,0.8370846,0.03107237,0.0165293,0.077558786,4691306,0.62428373,0.20040219,0.17531408
Walker,GA,0.49286455,0.50713545,0.9339206,0.04245212,0.003144241,0.01805015,1231458,0.62640953,0.19027284,0.18331766
Fairfax city,VA,0.4933141,0.5066859,0.7464532,0.052398585,0.007630769,0.16336368,416996,0.61308503,0.21152242,0.17539257
Rio Blanco,CO,0.5141492,0.48585078,0.94568366,0.010370543,0.013483371,0.10174119,120148,0.63993573,0.18745214,0.17261212
Madison,IN,0.4994733,0.5005267,0.8890153,0.08450913,0.003760953,0.034861144,2350468,0.6254508,0.19318025,0.18136899
Lee,AL,0.49368897,0.506311,0.717182,0.23182133,0.003651125,0.035366856,2670410,0.63562113,0.2365985,0.12778038
Kittson,ME,0.50323313,0.49676684,0.98349977,0.003146446,0.002824369,0.017763793,80726,0.6186854,0.14406759,0.23724699
Morris,KS,0.4984737,0.5015263,0.9686294,0.005337224,0.005797992,0.040451553,104174,0.6150575,0.15295564,0.23198687
Pocahontas,IA,0.49671692,0.5032831,0.97444934,0.007357849,0.004222226,0.030114403,128842,0.6201704,0.14901197,0.23081759
Traill,ND,0.5037027,0.4962973,0.9656248,0.006608504,0.009878409,0.029209316,145570,0.6285979,0.17039911,0.20100296
Franklin,OH,0.48719946,0.5128005,0.7020572,0.22118542,0.00327536,0.049698796,21667848,0.63336575,0.22623695,0.14039728
Gallatin,IL,0.48577854,0.51422143,0.97791636,0.004764339,0.003128514,0.015049586,97810,0.61366934,0.17119926,0.21513137
Lake of the Woods,ME,0.5122191,0.48778093,0.9563705,0.003226621,0.008501445,0.011615836,71282,0.60549647,0.14777924,0.24672428
Bibb,AL,0.5375835,0.46241653,0.7663981,0.21875551,0.003475418,0.020504963,408584,0.61950785,0.21424481,0.16624734
Crosby,TX,0.48686808,0.5131319,0.93499565,0.040198594,0.008951478,0.5357413,108362,0.6528119,0.16359979,0.18358834
Nolan,TX,0.49782902,0.502171,0.91771656,0.050572548,0.010148362,0.34912866,271768,0.6434753,0.17470048,0.1818242
Robertson,TN,0.49219733,0.50780267,0.8994668,0.07545069,0.004860858,0.060157657,1210486,0.63741755,0.19702913,0.16555335
Greene,AR,0.49165216,0.5083478,0.9701283,0.008313028,0.0052008,0.024235157,775650,0.6368388,0.19619545,0.16696577
Kenai Peninsula Borough,AK,0.5235592,0.47644082,0.8480015,0.006633055,0.07504413,0.03488568,1021852,0.62875545,0.18298541,0.18825915
Dickenson,VA,0.5040907,0.49590927,0.98763853,0.003737022,0.002007846,0.006709491,279902,0.6138577,0.1827997,0.2033426
Boone,ME,0.4849274,0.51507264,0.8303464,0.09429248,0.004317096,0.031188462,3036764,0.6298247,0.23905875,0.13111654
Bottineau,ND,0.5195461,0.48045394,0.9472561,0.005809621,0.023865176,0.01773374,118080,0.6165989,0.15613991,0.22726119
Perry,OH,0.499244,0.500756,0.9785079,0.003709052,0.002937619,0.006628157,648144,0.6378351,0.1861901,0.17597479
Nelson,ND,0.5096419,0.4903581,0.9633899,0.005255908,0.014680296,0.018232565,55176,0.6006235,0.13467813,0.26469842
Stevens,ME,0.49598065,0.5040193,0.94119793,0.010376165,0.012325971,0.041208196,175402,0.6404431,0.1898097,0.1697472
Sebastian,AR,0.48980236,0.51019764,0.8324909,0.066368915,0.022305852,0.12953538,2282002,0.63732415,0.1974021,0.16527374
St. Bernard Parish,LA,0.49951977,0.50048023,0.74192953,0.20340183,0.008202059,0.09511187,737132,0.64403117,0.21655959,0.13940923
Fairfield,CT,0.4866444,0.5133556,0.8042894,0.11978708,0.004692265,0.17945656,16780808,0.63354474,0.19453187,0.17192337
Amite,ME,0.48569435,0.51430565,0.579304,0.41081697,0.00221546,0.010051464,232006,0.6199753,0.1627932,0.21723145
Bonneville,ID,0.49777645,0.50222355,0.9525101,0.006707504,0.011406698,0.12024336,1927990,0.6687498,0.18962027,0.14162989
Berkshire,ME,0.48228392,0.5177161,0.93212336,0.030541435,0.00254819,0.038110603,2334206,0.60825694,0.17453472,0.21720834
St. Joseph,IN,0.48522553,0.51477444,0.81456167,0.13152704,0.005289213,0.07785513,4811680,0.6388829,0.1948519,0.16626522
Cherokee,SC,0.48628706,0.51371294,0.76867247,0.2058324,0.00448524,0.038962793,1006858,0.6353746,0.19352481,0.17110059
Ringgold,IA,0.48809913,0.51190084,0.9822962,0.003846742,0.002404214,0.01986755,91506,0.6296964,0.14642756,0.22387603
Knox,IL,0.50304216,0.4969578,0.88805264,0.07664906,0.003402655,0.051405616,940442,0.6154436,0.18269494,0.20186147
Lincoln,ID,0.5170647,0.4829353,0.9618479,0.004340278,0.013380758,0.29268292,94464,0.6711128,0.18390074,0.14498645
Monroe,GA,0.5008621,0.49913788,0.7429599,0.23306198,0.003369781,0.022100454,482524,0.6207339,0.18638659,0.19287953
Plumas,CA,0.50069493,0.49930507,0.9132443,0.009804204,0.031206205,0.0824995,346790,0.6000865,0.14477637,0.25513712
Alachua,FL,0.4837241,0.51627594,0.7085922,0.20572107,0.003428245,0.08750047,4549850,0.6177777,0.23854412,0.14367814
Marshall,KS,0.4965339,0.50346607,0.97473353,0.003172174,0.004591888,0.02187247,180318,0.62528974,0.15657339,0.21813685
Haakon,SD,0.505465,0.49453503,0.942954,0.00426676,0.018937401,0.011514408,34218,0.62098897,0.13887428,0.24013677
Champaign,IL,0.4994131,0.5005869,0.74351084,0.12796336,0.003587809,0.054676007,3676896,0.63024163,0.23735183,0.13240652
Kearney,NE,0.49270776,0.5072923,0.9812801,0.002552714,0.004322595,0.047003966,117522,0.6320519,0.16482872,0.20311941
Geary,KS,0.5154083,0.48459175,0.6983655,0.18803765,0.011914112,0.13974422,646796,0.6665038,0.24118423,0.09231195
Piute,UT,0.50980103,0.49019894,0.97132826,0.002194266,0.008923347,0.075921595,27344,0.6500512,0.12942511,0.2205237
Mendocino,CA,0.49886924,0.50113076,0.86974984,0.009348,0.062144026,0.23259719,1575952,0.62128603,0.17569825,0.2030157
Cass,ND,0.5054749,0.4945251,0.9087683,0.033516098,0.01285446,0.02246399,2874022,0.62829477,0.2369439,0.13476132
Costilla,CO,0.5195225,0.48047748,0.89017034,0.017128823,0.054184284,0.64819074,64336,0.6116949,0.14009264,0.24821252
Deaf Smith,TX,0.4972174,0.5027826,0.95191485,0.01745343,0.015388176,0.69326043,345720,0.6747136,0.18680435,0.138482
Sedgwick,KS,0.49398255,0.50601745,0.8126773,0.09461362,0.013761176,0.13518429,9076114,0.6464988,0.19862498,0.15487619
Jones,SD,0.49072397,0.50927603,0.94072396,0.00260181,0.026131222,0.019683259,17680,0.6165724,0.15084842,0.23257919
White,AR,0.48943606,0.51056397,0.92635363,0.042366643,0.006354854,0.03941658,1407428,0.6377136,0.19847836,0.16380802
Walla Walla,WA,0.5081379,0.49186212,0.92445815,0.020354075,0.013208655,0.20448649,1070056,0.631109,0.1948412,0.17404976
Newton,TX,0.517086,0.482914,0.76991683,0.20197359,0.007229741,0.03152603,256994,0.6250574,0.18306653,0.19187607
Wagoner,OK,0.49338588,0.50661415,0.7717309,0.037280466,0.10328691,0.05180577,1349232,0.64082384,0.19016522,0.16901097
Clinton,IL,0.5173539,0.4826461,0.943927,0.036579926,0.003442023,0.029619588,681576,0.62140685,0.19978696,0.17880619
Saline,KS,0.49635726,0.50364274,0.90565413,0.035014767,0.00707369,0.1029182,1000892,0.6364403,0.18747577,0.17608394
Caldwell,TX,0.5035437,0.4964563,0.8905744,0.0699476,0.013438783,0.48751038,703784,0.64429855,0.19928841,0.15641305
Pleasants,WV,0.5366784,0.46332166,0.9719544,0.014022787,0.00204499,0.009158633,136920,0.6100716,0.19173971,0.19818872
Washington,PA,0.48820385,0.5117962,0.94239247,0.032484528,0.001364667,0.013536688,3745968,0.6142284,0.17909336,0.20667823
Massac,IL,0.47805244,0.52194756,0.9131362,0.058041558,0.004389512,0.022998985,272012,0.62270784,0.17427908,0.2030131
Leslie,KY,0.4952778,0.5047222,0.9871295,0.002602231,0.0014468,0.004430825,199060,0.6183563,0.1934693,0.18817443
Gilliam,OR,0.5104033,0.48959672,0.9569842,0.001987142,0.01233197,0.05634132,34220,0.60429573,0.14611338,0.24959089
Lea,NM,0.5126258,0.48737422,0.91791993,0.043578286,0.017117616,0.53941107,1207528,0.66362935,0.20030591,0.13606475
Wood,WV,0.48308444,0.51691556,0.9656092,0.011481992,0.002278428,0.009578382,1558092,0.618606,0.18302578,0.19836827
West Baton Rouge Parish,LA,0.49288136,0.50711864,0.5996203,0.3826352,0.001640325,0.026322229,441376,0.63550353,0.20716351,0.15733297
San Benito,CA,0.50093657,0.49906343,0.88755447,0.012674973,0.030883541,0.5758274,1025012,0.6534753,0.19994205,0.14658268
Meriwether,GA,0.47921428,0.52078575,0.5852008,0.3923951,0.004281238,0.018619249,386804,0.62686527,0.17663209,0.19650263
Mercer,WV,0.478315,0.521685,0.91519827,0.061596084,0.002358647,0.009078906,1113350,0.6159231,0.18021108,0.20386581
Randolph,NC,0.4928796,0.50712043,0.9013563,0.061188944,0.010375985,0.10658817,2560528,0.631128,0.19006744,0.17880453
Panola,ME,0.48159885,0.51840115,0.49180937,0.4936664,0.002617911,0.015404406,620342,0.64526343,0.18861693,0.16611965
Wise,VA,0.51822895,0.48177102,0.9319812,0.053040892,0.001468581,0.012032538,732680,0.61722034,0.20345035,0.1793293
Wyandot,OH,0.4943468,0.5056532,0.9787764,0.002906934,0.002135706,0.024446916,404550,0.63021135,0.1790854,0.19070326
Jasper,ME,0.48822322,0.5117768,0.9153691,0.022056278,0.01764105,0.0726167,2114500,0.6411733,0.19935304,0.15947363
McDuffie,GA,0.4688492,0.5311508,0.5718989,0.40550658,0.003615329,0.025384225,390006,0.6413876,0.18197413,0.1766383
Garfield,MT,0.50916946,0.49083054,0.98474693,0.002645036,0.003967554,0.007670605,22684,0.623964,0.15213366,0.22390231
Kershaw,SC,0.48579907,0.5142009,0.72568935,0.24930836,0.003856494,0.03970464,1124856,0.6315244,0.18163036,0.18684524
Monroe,WI,0.5063027,0.49369726,0.9522252,0.013674208,0.012758161,0.03900338,812186,0.63985837,0.17916586,0.18097578
Kern,CA,0.5141478,0.4858522,0.829744,0.06311978,0.026406532,0.50647193,15454206,0.66428983,0.20871444,0.12699571
Warren,ME,0.47549838,0.5245016,0.50171965,0.4779557,0.00296675,0.020001937,867616,0.63858896,0.18642579,0.17498524
Marion,OR,0.4981645,0.50183547,0.8993478,0.013734292,0.024952237,0.25090066,5794110,0.64350194,0.19558948,0.16090858
Simpson,ME,0.48620325,0.51379675,0.6303179,0.35407448,0.0028706,0.016261319,492580,0.6404726,0.1826343,0.1768931
Walton,GA,0.48643515,0.5135649,0.80380064,0.16429688,0.003621609,0.03611779,1546274,0.6430128,0.19555655,0.16143064
Racine,WI,0.4949843,0.5050157,0.8441355,0.116068736,0.005561666,0.12074751,3511178,0.63314533,0.19026805,0.1765866
Fort Bend,TX,0.49121237,0.50878763,0.5755965,0.21442011,0.005765389,0.23909774,11572506,0.65624535,0.20557207,0.1381826
Dundy,NE,0.5002573,0.49974266,0.9676331,0.004460456,0.01103677,0.06850804,34974,0.62037516,0.1455081,0.23411678
Loudoun,VA,0.49434924,0.50565076,0.71939147,0.075960055,0.004551966,0.12962337,6158658,0.6595305,0.2216642,0.11880527
Warren,KY,0.48952827,0.51047176,0.8512229,0.09260166,0.003086565,0.048061017,2125340,0.6370971,0.21893391,0.14396897
Lincoln,NV,0.538504,0.461496,0.9260502,0.029116934,0.013294823,0.06844922,94172,0.6360277,0.16674808,0.19722423
Sumner,TN,0.48839554,0.5116045,0.899983,0.06757958,0.003490644,0.041673206,3020646,0.6349543,0.19556579,0.16947997
Pike,AR,0.49751443,0.5024856,0.9355547,0.032022998,0.009792569,0.06549342,200356,0.63098687,0.17850725,0.1905059
Carbon,UT,0.49649352,0.5035065,0.95269555,0.006177961,0.014638967,0.12834728,378442,0.6499305,0.18069348,0.16937602
Franklin,AL,0.49892887,0.5010711,0.9228511,0.04324877,0.014756908,0.15554455,569496,0.6353126,0.19303735,0.17165002
Allen,KS,0.48879847,0.51120156,0.9388907,0.020643327,0.0084773,0.030990371,236396,0.6332002,0.17006633,0.19673344
Greene,IN,0.5000845,0.49991548,0.98225796,0.002035586,0.003185252,0.011249823,591476,0.62625027,0.18094902,0.19280072
Plymouth,IA,0.4957863,0.5042137,0.97381413,0.005297719,0.004193656,0.0357084,449250,0.6387735,0.16800445,0.19322203
Franklin,KY,0.48321307,0.51678693,0.85068977,0.10726961,0.002828946,0.028495202,894326,0.6220293,0.19475895,0.18321171
Benton,AR,0.4942546,0.5057454,0.90388644,0.01647336,0.019259404,0.15847196,4240422,0.6489038,0.20628984,0.14480634
Kalkaska,ME,0.5090158,0.4909842,0.9664805,0.004060816,0.008928629,0.015139288,309790,0.6208916,0.17275251,0.20635591
Cannon,TN,0.49497464,0.5050253,0.96526045,0.014509637,0.002667331,0.017305514,248938,0.61901355,0.1882999,0.19268653
Codington,SD,0.5000724,0.49992758,0.9523141,0.00627711,0.021700293,0.018605998,497044,0.634978,0.1889209,0.1761011
Gooding,ID,0.514735,0.48526505,0.9524585,0.004470646,0.016981186,0.28591782,275128,0.6580973,0.17652148,0.16538121
New Haven,CT,0.4818694,0.5181306,0.79386383,0.1398408,0.004790249,0.16078901,15513598,0.6235342,0.19859332,0.17787246
Pamlico,NC,0.5116303,0.4883697,0.7746583,0.19978489,0.006726362,0.033537913,234302,0.59482205,0.15777501,0.24740292
Garfield,UT,0.5207532,0.47924677,0.94909996,0.004849703,0.021321217,0.052232612,91552,0.64092535,0.1599419,0.19913274
Schenectady,NY,0.48563316,0.51436687,0.80687577,0.10990689,0.006114511,0.062184416,2786486,0.62543076,0.19419657,0.1803727
Jefferson,OH,0.48262268,0.5173773,0.91978693,0.055535622,0.001727421,0.012389053,1231894,0.61365265,0.17528537,0.21106198
Eaton,ME,0.4883829,0.51161706,0.8855265,0.0676232,0.004886704,0.04993906,1947734,0.6253708,0.18679553,0.18783365
Frederick,ME,0.49267912,0.5073209,0.83400816,0.09198754,0.004577342,0.07976181,4311236,0.6358717,0.20093448,0.1631938
Haskell,OK,0.49875396,0.50124604,0.75069684,0.005852473,0.16480702,0.03680806,230330,0.6348022,0.17277385,0.19242391
Salem,NJ,0.48728275,0.51271725,0.81971383,0.1457258,0.004980535,0.07457507,1173368,0.6257517,0.18342072,0.1908276
Washington Parish,LA,0.495113,0.504887,0.6750174,0.3075088,0.003475254,0.01971451,840802,0.63508177,0.18223077,0.18268748
Lake,SD,0.5135446,0.4864554,0.96144676,0.007583479,0.008958044,0.020263132,213886,0.6241783,0.16612588,0.20969582
Norfolk,ME,0.4789854,0.52101463,0.819225,0.06528296,0.001976976,0.0370415,12298584,0.62287635,0.19574083,0.18138283
Hardeman,TX,0.49848577,0.50151426,0.90553933,0.060238972,0.008947745,0.22027972,72644,0.6320137,0.16393645,0.20404989
Wilkin,ME,0.5092919,0.49070808,0.96898156,0.003764457,0.0124176,0.023012588,117414,0.62894547,0.16812305,0.20293151
Gibson,TN,0.47756392,0.5224361,0.7943857,0.18666399,0.002555231,0.022791047,893070,0.63446426,0.1816554,0.18388033
Cassia,ID,0.50781405,0.49218592,0.95580465,0.005803234,0.013961197,0.2595025,418732,0.677462,0.17330894,0.1492291
Pend Oreille,WA,0.5077588,0.49224123,0.9181266,0.005620188,0.039982893,0.033062447,233800,0.61352867,0.1444953,0.24197605
Fall River,SD,0.5051237,0.4948763,0.884996,0.009497207,0.07029529,0.030774143,125300,0.60090184,0.1397925,0.25930566
Jasper,TX,0.49286982,0.5071302,0.80628365,0.16635215,0.006708927,0.061701607,643322,0.6346495,0.17370927,0.1916412
Washoe,NV,0.50367135,0.49632865,0.85807294,0.025603719,0.021165028,0.23016788,7778870,0.6274878,0.2040673,0.1684449
Montgomery,AR,0.49899817,0.50100183,0.9541795,0.00524314,0.010810227,0.038333714,166694,0.61116177,0.15283693,0.2360013
Calvert,ME,0.49320772,0.5067923,0.8199069,0.13264419,0.004100982,0.031427253,1616686,0.63789445,0.1910736,0.17103198
Saluda,SC,0.50276536,0.4972346,0.6978299,0.26370472,0.013799116,0.14659825,360168,0.6244114,0.18581606,0.18977255
Angelina,TX,0.48949006,0.5105099,0.81539863,0.15471783,0.007392961,0.2056874,1572036,0.64504313,0.1904632,0.1644937
Boyd,NE,0.4948905,0.5051095,0.9736145,0.001243579,0.010759665,0.018545553,36990,0.6147067,0.12814274,0.2571506
Ocean,NJ,0.48039195,0.519608,0.9323541,0.033853397,0.002677718,0.08640846,10481312,0.62778836,0.16768883,0.20452277
Spotsylvania,VA,0.49052215,0.50947785,0.77942264,0.15848354,0.004259111,0.082082935,2277940,0.64567155,0.2012845,0.15304399
Prince George,VA,0.5475407,0.4524593,0.61943656,0.32578346,0.006816259,0.0672112,664294,0.6228522,0.22224045,0.15490732
Holt,ME,0.4942243,0.5057757,0.97711027,0.002130379,0.009894428,0.009634048,84492,0.60919374,0.1636013,0.22720495
Jackson,OR,0.48741385,0.5125862,0.92920166,0.007967061,0.01509847,0.114196695,3738392,0.61857235,0.17636085,0.20506677
Sampson,NC,0.49050048,0.50949955,0.6696216,0.2744184,0.03121808,0.17503357,1145426,0.637768,0.18725958,0.17497246
Benson,ND,0.5120183,0.48798168,0.42840904,0.001416827,0.55160713,0.019242492,121398,0.68434405,0.16424488,0.15141106
Cotton,OK,0.49568394,0.5043161,0.8147455,0.022843331,0.10367638,0.06473186,110054,0.6319534,0.17356025,0.19448635
Van Buren,ME,0.49594444,0.50405556,0.91800004,0.041243125,0.012168875,0.106731445,1361342,0.63586664,0.17766365,0.18646967
Auglaize,OH,0.49647456,0.50352544,0.9784575,0.004375324,0.002234878,0.013266408,825996,0.635635,0.17682895,0.18753602
Marshall,TN,0.48981258,0.51018745,0.9058441,0.06693218,0.004036327,0.04707259,558924,0.6317871,0.19262727,0.17558558
Custer,CO,0.512446,0.487554,0.95939624,0.011288829,0.008614482,0.05101831,77776,0.5862734,0.120319895,0.2934067
Lancaster,NE,0.50102806,0.49897194,0.8869925,0.037855566,0.009181364,0.06264272,5310976,0.63471216,0.21927439,0.14601347
Franklin,TX,0.49241,0.50759,0.9263376,0.04042399,0.010956918,0.13239697,190382,0.6333897,0.16373922,0.20287107
Coahoma,ME,0.46027532,0.53972465,0.23001722,0.7575172,0.001182608,0.012964886,456618,0.6591418,0.18438607,0.15647215
Falls,TX,0.47620195,0.52379805,0.717225,0.25362405,0.009678953,0.21821697,315530,0.6190727,0.19969258,0.18123475
Carroll,IL,0.5000111,0.4999889,0.9698622,0.009730688,0.003620378,0.031800214,270690,0.61061364,0.15992095,0.22946544
Terrebonne Parish,LA,0.49542457,0.50457543,0.71873313,0.18976882,0.05804225,0.044677526,2024284,0.64170736,0.20338994,0.15490267
Union,SC,0.47587803,0.524122,0.66495764,0.3150439,0.002594857,0.011339761,510240,0.6220778,0.17827101,0.19965115
Tarrant,TX,0.4898411,0.51015896,0.75795025,0.15821853,0.008932508,0.2737981,34046658,0.6506602,0.21392815,0.13541171
Santa Rosa,FL,0.50955135,0.49044865,0.87909716,0.061455633,0.008878711,0.0480282,2861902,0.62706655,0.20110227,0.17183118
Wadena,ME,0.49531096,0.50468904,0.966189,0.009394176,0.005959053,0.015603203,248026,0.63198215,0.1591567,0.20886117
Oneida,ID,0.5063993,0.49360076,0.97632796,0.002419229,0.005072577,0.03431143,76884,0.65665156,0.149602,0.19374642
Otero,CO,0.49216938,0.5078306,0.9182691,0.011478961,0.033595648,0.40910202,335222,0.63721055,0.1660601,0.19672933
Knott,KY,0.4973918,0.50260824,0.9821467,0.008249559,0.001140015,0.007717553,289470,0.6225239,0.19136353,0.18611255
Tyrrell,NC,0.5464182,0.4535818,0.5824849,0.373675,0.007721098,0.06535452,76414,0.6012642,0.20379773,0.1949381
Geauga,OH,0.49271432,0.50728565,0.97101134,0.012997357,9.81E-04,0.012031385,1687420,0.6368023,0.15993114,0.20326653
Dawson,MT,0.5117948,0.4882052,0.9545668,0.003805166,0.019579746,0.02468541,166090,0.6228069,0.17749412,0.19969895
Tioga,NY,0.4962983,0.5037017,0.97050154,0.008174851,0.002203982,0.01554946,904726,0.62445426,0.17515248,0.20039327
Kane,UT,0.49898696,0.50101304,0.96264905,0.00365003,0.016069412,0.04178975,129314,0.6295142,0.1530306,0.2174552
Lane,KS,0.49198312,0.5080169,0.95371634,0.007270367,0.012982798,0.056410257,30810,0.6218111,0.15189873,0.22629017
Moultrie,IL,0.48710603,0.512894,0.98475254,0.003692514,0.002133453,0.010398717,268110,0.6357689,0.17398456,0.19024654
